worker_id,task_id,task_response_id,is_reviewed,review_score,tweet_id,text,username,bio,Categorize the tweet
KY33NRPCAEZT,661aceaa-4bab-4693-9c2b-d6e89a7e0d69,1230b8ab-53c2-489e-9104-c73ebff1c971,false,,1540795478563889152,"The Supreme Court did not need to go this extreme. This is not an issue to address with a sledge hammer, and it wil… https://t.co/LxIPtDhfHA",DrMassarweh,"Breast Oncologist. Endocrine Resistance, triple + BC, Breast CA in men. Less is more. Stanford, Baylor, Markey, Jordan. Life revolves around my 2 boys.",Pro-choice
Z6J69GNZYEXY,e757663d-1137-4a6b-8b78-fa3377b9c1a4,128a31d7-8f9f-496c-9055-ee7ee744232d,false,,1540795371877564416,The GOP-packed Supreme Court overturned Roe v. Wade. We have to stick together &amp; continue to fight for bodily auton… https://t.co/9aNgjMAAfh,caobrina,i’ve got far to little time to give you any of mine,Pro-choice
T3RMAEPRMD6J,bc2d4bb9-cca2-41e0-8d62-f73c3490d32a,12a1a016-724b-47de-a166-20e4286d127f,false,,1540795505692647424,"Screaming into the void with this one, but yes we KNOW that Roe v Wade overturning doesn't mean abortion is outlawe… https://t.co/MuOknRDBHu",OrionCJR,"Orion/Star, 24, Icon by @MasterSneef117.",Pro-choice
QEZAEMV2WF9D,be410835-4828-4589-a3af-fde2c9dcc0a9,12a8256a-0c3f-48bf-b16c-feac8a706b91,false,,1540795259503792130,"Very unhappy about Roe v Wade outcome, but what should we expect--since allowing Rupert Murdoch to own Fox (95), no… https://t.co/aZLrqJJBBV",EricaEller,Berlin-based freelance B2B climate and sustainability copywriter | she/her | sewing natural fibers in my free time | https://t.co/RPLz3OciCz,Pro-choice
Z6J69GNZYEXY,b4ec4016-b695-437e-8dbf-c5e4cee19b03,12af7c24-7117-427b-b9a7-81a550272dd6,false,,1540796097509019649,@eire175 @idyllchatter @go_figureitout @kylegriffin1 Politicians on both sides don't work for the people..they work… https://t.co/bHCUOz6quI,TonyKha9,,Pro-life
4TG67HVWJNDP,bf4a0478-cff5-427a-b2c5-428a7347bb96,12e7b9f7-c7d6-4509-9abc-c05a0eb073f0,false,,1540796146217541635,@AndrewColinB @Ken_Mark_ @fjgwey @mohamed_danier @LeroyJamkins @EnclaveNotfurry @VaushV Rape victims should not car… https://t.co/UKutPkJ09N,CebelWolf,"Poet and author. She/her. I write fantasy and horror stories too. 18.

Piss",Pro-choice
2AZWNZRTVACE,f5995de8-07a9-4b1f-a5ca-18103956f048,131913b7-23ae-41f6-a53b-7020b421f9ea,false,,1540796026918998016,@POTUS You can fix it. #ExpandTheSupremeCourtNow before we marriage equality and contraception are a thing of the p… https://t.co/mLHx4cWTEH,davidsongc,Wealth inequality is destroying democracy. #ClimateCrisis #Civics #BLM #WVU ⚖️🍷🐕🇺🇸🏳️‍🌈,Pro-choice
Z6J69GNZYEXY,cb3afb33-ef48-464e-af71-632f74b5158d,135d783f-dad2-4cb2-b959-359d2c080b46,false,,1540795975236694016,@JessicahMatshe @CNN Anti abortion stand is not only from Christian belivers. It's common sense. A right or a wrong… https://t.co/1aMj8YCLp8,GeorgeGuantai,"Health Matters

 Farming-Horticuture,lots of fruits

Strict Christian

Loves birds&politics

Righteousness exalts a nation, but sin is a reproach to any people.",Pro-life
7R2NKCJQNXPP,0f5e3f73-4737-465b-8977-e9ca978dcf3f,13a9d929-6260-4417-a93f-ef688720ab45,false,,1540796049228455938,"@AZ_Brittney I had a therapeutic abortion, for medical reasons, and later two miscarriages.

I have a great number… https://t.co/d8RiyChk3m",CrescendoOPeace,"Artist, writer, musician, and organic grower, animal mom to a small menagerie. 
Happily married to a great guy. 
No DMs unless I actually know you.",Pro-choice
7ZGW996YFZ6X,5d6fd3be-af3c-41c7-8b9c-9f74cd1b2fa7,13ecdc6b-6749-4bf0-95b8-d20c8a09d81c,false,,1540795715454124032,"@theLassie27 @mintyMit @TheGlobalLatino @YungPrxda @superbruhalt @eeqasx @mobdarko @hoeglizzy no, I recognize there… https://t.co/QFC9lOjUzu",Yo03113181,,Pro-life
7R2NKCJQNXPP,adf9085c-d7ad-431d-bd1c-773e99259193,143cf39b-c6de-4399-896b-b8da3c637c00,false,,1540796019750862848,@theylikeadam fuck abortion  unless she is a rape victim,Ithug667,18,Pro-life
7R2NKCJQNXPP,c21f838c-0ac2-43e8-aecc-06117b1e45ef,146ccbc2-6f5e-4602-878e-518a90f52b36,false,,1540795840683511808,"No access to abortion:
-infanticide
-partners murdering pregnant woman
- increased rates of suicide in pregnant wom… https://t.co/MAZhpFXcn8",AckermanLivi,IU Media 25,Pro-choice
QEZAEMV2WF9D,b52bcf8b-a6f7-4dc4-9e8a-571aa3ac3c11,14951cee-7322-4128-b076-4912f3c1b3c2,false,,1540796500342558721,The 6 RW scotus' have shamed the USA » Global abortion rights: Scrapping Roe v. Wade makes the US an outlier in the… https://t.co/FscJ4CXwJU,gme11,#AnimalRights #Karma #Dogs #🐘#Resist  #Prochoice  #EqualRights  #atheist #Climate #Actor #NoDM's,Pro-choice
VME4939DFDXR,84f5b5af-a0bf-4981-9443-190f91b20f9c,14963832-3aba-41f5-9da7-928e92a34f10,false,,1540795728418639878,"Hard same. We need mandatory sex ed in ALL schools (yes even and ESPECIALLY religious ones), nationwide access to f… https://t.co/jDsHhj0QHq",gravewriter71,"K.A. Silva, author of Straw Song, Wendigogo, Straw Man. Social justice wendigo. Weirdness vindicated, strange love celebrated. They/them, enby.",Pro-choice
2AZWNZRTVACE,fdf7af5a-cd63-4364-9e2a-2f38499435f7,14aaadf8-6257-4e2c-9918-5ad7296fd8fc,false,,1540796909916508162,"I will state this for the record rn. I’m all for everyone having their own beliefs, morals, and values but if you’r… https://t.co/v2nuTOmD3E",Pleyad_,• DJ/Producer 🎧🎹 • Starseed🌟• Free form dance enthusiast 🕺🏼• Chava 🖤 •,Pro-choice
7R2NKCJQNXPP,85158468-0d15-4d11-92a1-90498f8cd55b,14ae9507-42f6-4579-97c5-07ab42fdea43,false,,1540796109148356608,@GerryBorn Dallas is out of control! They had a speaker say that they have to protect the right of abortion for tra… https://t.co/Dra9DGI11A,MonkeyFreeMe,"Get the monkey off your back. Educator, father, husband, frugal to a fault, double comma club member, pics on Instagram.
Also @backtendeercamp",Pro-life
2VHW4RE6AKTN,d4979c55-8d85-449e-b921-5989e3b7a8c0,14b76018-81a6-432c-b098-2e50d13f532a,false,,1540795081761820678,"It’s funny how all those people who were screaming “my body, my choice” over the vaccine, are radio silent on Roe v… https://t.co/AjKc3lpzrw",richbluecoast,Basically a Eurovision and Tennis stan account,Pro-choice
Z6J69GNZYEXY,6e8e9164-7b2a-46d1-adcd-dcc1d71481a3,14f4b9d2-b999-43a1-bb1a-ba2f8aaf5c5c,false,,1540795942357454848,"@cordelialadybug As we used to say back in the day, if men could have babies, abortion would be a sacrament. 
#WomensRightsAreHumanRights",bunontherun3,"Proud liberal mother, grandmother & cat lady, Beatlemaniac & Deadhead. #NeverForgetJanuary6 #LFC #MaskUp 😷#ComprehensiveMedicareForAll",Pro-choice
T3RMAEPRMD6J,ea129a65-bc11-490c-8c43-9a0177301f09,15357000-2c63-4920-8969-76d64a9d6aeb,false,,1540796220234682368,"@MariaSherwood2 Too many National MPs voted ""No"" to the government's bill in 2020, not wanting abortion to be legal… https://t.co/N4TzfKY2QF",BeaumontBee,"#RIPSimon who died peacefully, painlessly with dignity, holding my hand 20 February 2016. Forever part of me.",Pro-choice
2ER9TZ79TR2V,860c6ee3-014a-454c-b28e-c8c5047c6909,15bd5b6f-1e14-4a5c-8f29-756aad2176f8,false,,1540795736475856897,The overturn of roe v wade only makes me more averse to the idea of having children. It's not like the federal gove… https://t.co/veDD7KCiUQ,_jaslopez,"i talk about series & movies i like • ignore any dumb tweets, it's the brain worms • twenty-three • i take photos sometimes • defund the police//blm",Pro-choice
QEZAEMV2WF9D,f7b34f1a-72a1-4654-92af-a3f89040a58a,15c71491-bfda-47af-84ff-d659d8c9a84c,false,,1540795844408053762,@GEdwards2021 @PoettOnYT @Gus15372522 @pasghetti__ @jentaub There is no right to an abortion in the Constitution. Y… https://t.co/ytpEIZ40Zc,RBrandmayr,"Constitutional Lawyer in Freehold, New Jersey. Card carrying conservative.",Pro-life
YKR74H2QRD6F,90759c3e-3e89-434c-8690-3ccfc5692107,163f0d70-0075-4f38-95aa-845543f9cc6a,false,,1540795855594299399,@revealofliberty The proof is the conversation itself. If you thought at any point in time I was ever against abort… https://t.co/huqvhjLJk5,Shaaaaark__,No.,Pro-choice
VNAQPVX4R36A,1f0cf73b-997f-4094-9548-2b1283bae71e,16f43e0c-c1bc-4550-bb87-641546e3ca68,false,,1540796046816661506,@VoteGloriaJ Try to compare to the Taliban try getting a abortion there. Move there and find out. The home of missi… https://t.co/vUB6ZGKMxs,Edward85551058,flying my  fpv drone and camera drones. investing and doge. and space missions.,Pro-life
KY33NRPCAEZT,98e4e24e-a3a2-472c-af21-0f4678e1028e,170d550c-27c8-46cb-aba2-7e0ea53400fa,false,,1540796175527182339,"@PitreTalitha @breeadail @AbsoluteWithE it's satire.
Sarcasm.
Annoyance. 

As a woman, it's disappointing people do… https://t.co/0n2YV4BE2L",SheVestigates,,Pro-choice
VNAQPVX4R36A,a01c8082-7081-420a-8f20-7f2c2c95afab,1721511b-f5bc-43bf-95d2-490bf505f0cc,false,,1540795641298706432,I had a miserable pregnancy and I would seriously rather risk death than ever be pregnant again. I love my child en… https://t.co/V3GZKr2mD9,hobbit__wannabe,"feral housewife. arizona raised, indy living.",Pro-choice
YKR74H2QRD6F,d7b7c2b3-1b85-4abf-972f-346715cd539f,17bdf4e0-8c5c-4bc0-942f-1ea416d4bb89,false,,1540795811625402368,@RehearsalLot @CRYPTONITEME @Reuters Here’s truth. Women are not going back. Period. We have records of abortion ba… https://t.co/GjrOLoJPZz,BroceliandF,"Accidental pixie. Occasional writer. Owned by a cat. Don’t screw with old women. We have nothing to lose, and we are out of f**ks to give.",Pro-choice
2AZWNZRTVACE,c13b686d-5145-4036-b780-55c7f8aeec74,17f690e1-cbb5-4d7e-afa2-5200be8546c6,false,,1540796181390839810,"The US has no business preaching freedom and democracy to others, EVER!
Biden needs to STFU until he knows what fre… https://t.co/UluqKaTiGU",SayItStraightUp,"Atheist, realist, Democrat. No lists. ⚛️🇨🇦📢🌈☮️",Pro-choice
AMXMPYF9CYAJ,5e545c02-be6d-45e4-bc8c-ac6dc6bf26d9,18562a72-df8f-410d-89a9-0596314749bf,false,,1540795488345018370,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/gEeXTifxxb,crankyoulwan,don't tell me to smile.,Pro-choice
4TG67HVWJNDP,d921ec42-6885-45f5-87a4-17dc5a68e865,186f9a9b-c48c-4419-9e18-68bbf6daf61c,false,,1540795886481162241,Boy we got a special lot of folks running our state down here in Texas. They so crazy you cant do nothing but laugh… https://t.co/xX6jBTkwci,MRG1680,,Pro-choice
CAG2KV7YTM69,f6d0af4a-6c21-4220-ae50-1d268be36ae6,187d7fb7-d54c-4333-8914-cc3b6e5f08b8,false,,1540794948210946049,I have NO respect for woman who think against Roe Vs Wade. I have No Respect for men who think they own woman’s Bod… https://t.co/q8EQNwH2pj,lorenbhollander,Fan of Michael Shanks. Want to Meet Michael Shanks in Person so Bad. ❤️. I am for #Roe  Woman has right to her own body. No One but the woman owns their body.,Pro-choice
WFRWYPY7XZJ9,9e31ac7c-7d78-4e25-a88c-8f953956a5aa,18980dab-3e6c-4098-a695-08647faa5585,false,,1540796188491804673,@OmnisLuminae @ElijahSchaffer @SaraGonzalesTX They can get abortion in Commifornia tho 😂,Heddah16,The storm is coming 🐸🐸🐸,Pro-life
KY33NRPCAEZT,553b376a-86fe-4dcc-aec7-e82a8e386703,18da6b5f-6c3b-4c31-82a2-f92b34544618,false,,1540794479376060421,@layr951 @mchooyah Sure it does. What precludes us from that? Roe v Wade does NOT make abortion illegal. It makes i… https://t.co/UO2QE7iNqs,Marquessa19,"Independent thinker, lifelong learner and teacher of Life. Won a cage fight against Stage 4 Cancer and Covid at the same time. In Remission!",Pro-life
QEZAEMV2WF9D,7a5e2495-7bbe-487a-9c44-62e7698cf4b4,190dec67-11e3-470d-9903-5bb9cc693771,false,,1540795869326258176,"California, Minnesota move to protect women's rights after Supreme Court decision https://t.co/ZWx5YIXO0W https://t.co/lyNMPBNPxR",ZyiteGadgets,Zyite is a digital media provider,Pro-choice
Z6J69GNZYEXY,7bfec0c9-999c-49c5-9ea1-40e142eb3391,193c7a08-f8e3-470d-8171-b91ced13872b,false,,1540794586909401088,"Unbelievable

Wording of original Roe ruling: ""...enough to encompass a woman's decision whether to terminate her p… https://t.co/m6mfcowdYT",FrankBlack_MM,"Straight adult human male. Supports women's rights and gay rights based on sex not gender, safeguarding children from gender harm, and free speech. 🟩⬜🟪",Pro-choice
R7XYZ4FKMFF9,5050e37e-452b-4aec-aa30-77712cd3babd,196c9fbe-2faf-4b86-b074-1675e8cc1eda,false,,1540795802934661122,"@workinalbertan2 Much of Africa is overwhelmingly pro life, activists there are sick of western nations pushing abo… https://t.co/AxRyI5ScKa",MommaJen6974,Veteran home-schooler. Mom to 4. Proud oilfield wife of 26 years. Pronouns: HER/Royal/Highness #TrudeauForTreason #HonkHonk No DM’s,Pro-life
R7XYZ4FKMFF9,1e24b16f-9567-40ad-acc0-b5890672c04f,198508a9-ff5c-457b-b4ca-a58da25fda32,false,,1540795617751867392,@robertalives @TheresaGoPats @intothefray68 Interesting that a liberal doesn't know what a baby looks like.  So iro… https://t.co/z4pD0DTv5J,SimonScottsen,I know that Jesus loves you and will help you.,Pro-life
VNAQPVX4R36A,5509e58f-9ffa-4c13-85a9-dc931e5a8605,19a6ec80-749c-4cd9-b5e5-cf044803fddc,false,,1540795884891275266,"hi if you're the kind of liberal person whose opinion is ""abortion is OK with a hint of not being OK, like it shoul… https://t.co/jsOWg0Oly4",Amy_Corp,"writer @NewYorker, @nytimes, @washingtonpost, @mcsweeneys and others! collier.amy@gmail.com",Pro-choice
R7XYZ4FKMFF9,fb7cf284-c436-46ba-bef4-d7bf13d64c7e,19a7179c-7b6c-4196-a30f-630167a80551,false,,1540794118359732225,SCOTUS doesn't work when it is political. They weren't even asked to rule on Roe v. Wade and they didn't have to. B… https://t.co/NQ7FWDVTVS,BillyShoes01,VOTE! Free thinker. Democracy trumps party allegiance.,Pro-choice
T3RMAEPRMD6J,e65cd41b-6c15-4385-849e-b0c7ff6ae460,19ee5d14-4cad-4064-896d-ac3d8e60287d,false,,1540795779253764101,Fuck ur stupid ass abortion rights. Hope u bitches act sensible now 😂😂😂😂,vrredmay,Rani Sauni 🌸 island princess 🇯🇲,Pro-life
Z6J69GNZYEXY,7cb12880-dec8-4306-be07-b5450946ff9d,1a995df4-80f9-4912-9247-fba2aa79c4a6,false,,1540795819850432512,Do you know that young ladies are doing it secretly and also getting away with it here while some die in the proces… https://t.co/GkLRqvpth8,RitaGab3,Lawyer | Natural Hair Guru | God Looked Beyond Me❤️,Pro-choice
7R2NKCJQNXPP,85c804ee-1427-49e7-a77e-9a5a45b7286c,1a9d998d-6302-4157-888b-f270100309f8,false,,1540794996047065093,@AdamSha34264914 @wavefan70s47 @CCIE_15K @RedArkGuy @Rydersup5 @RandyRRQuaid Like the ones who just did away with t… https://t.co/cdW20vO85Z,factcheckernks,"Facts don’t lie, opinions don’t matter. Provide facts that some do not wish to see or think about. A sarcastic S.O.B.",Pro-choice
CAG2KV7YTM69,49cb5e0c-4110-45a9-ab4b-27d9ef3b2e65,1aa513ca-bf0d-4de2-b38b-a56ac816866e,false,,1540795993322577921,"@tfnelson091 @CheriDiNovo The Bible is an interesting work of fiction. 

Here’s the thing. You believe it, live you… https://t.co/d8MlpkLCe2",RougeMenace,Extremists are a threat to democracy. #proCHOICE #ClimateJustice #BLM #SocialJustice,Pro-choice
X6P6DQRXD62A,83bf9aeb-bbdc-4dbe-ab46-218cfcaefa1e,1aadce90-ba49-49bf-ba3e-a66c3c908232,false,,1540794357560725505,"@KGroskreutz At least you can admit it. Take a look. 

https://t.co/3uSzJbaETq",allastras,"Thanks to the @gop I am no longer a Christian. God would not want this suffering, if He existed. #voteblue now and always.",Pro-choice
YKR74H2QRD6F,fdc6e10c-bafd-410c-8348-0649675d9b5f,1aaf21fe-7cfa-49f1-a78c-e9df3e632c46,false,,1540795769090822145,Abortion care is health care. https://t.co/PxiX3t5S4Z,ChildrensCaucus,Serving the Children of CA,Pro-choice
2AZWNZRTVACE,44a684b6-7619-4dfc-9beb-7cdf9bb9148b,1ac9e96e-0075-453e-889d-c040436bdee0,false,,1540796021646696448,"@SamuelLJackson Abortion is not healthcare. 

Killing a baby to save your career is not healthcare.

Killing a baby… https://t.co/z5mi2mT5Od",mindwhat,,Pro-life
DPNAMHPJRREC,fb2af0a1-3b04-4641-a55f-d7e0611bda80,1b24d18a-a75c-475d-ab9d-88262ad17ff5,false,,1540796159546884096,"@thebiggtc @MLB Your gif game is terrible, but you're a great poster-child for why Roe v Wade should've been upheld.",Brian88Harris,"I believe in humanity, but some of you still like Pizza Hut and that makes it really really hard.",Pro-choice
7R2NKCJQNXPP,26fe7f81-2e53-437f-9a41-eb7e44fe73c3,1b47e957-a7e9-44e3-adee-2449017305a5,false,,1540795819086843905,@jimdorf @begbiewhaack @BetteMidler We’re calling out her hypocrisy. She got an abortion and then happily pulled th… https://t.co/sHBgiVXYzh,toni_thebohos,"Mother, Wife, Nasty Woman, she/her",Pro-choice
FPMCK2P37RW2,69949dad-d831-4e4b-af54-ff457375b714,1b63e1b3-2516-45f4-8fc7-5fa120608e86,false,,1540796153167347714,"@JohnCleese I wish all the wannabe theocrats in the US and around the world would carefully read Numbers 5, wherein… https://t.co/0wUaGpi6Bq",Wow_Banjos_Rock,Banjo player/multi-instrumentalist based on California's Central Coast.  “Wow! Banjos ROCK!”,Pro-choice
R7XYZ4FKMFF9,07905baf-91a1-495c-a1f0-631015e09002,1bc93b9b-956b-491d-bf52-e0deeeb40d68,false,,1540784432834936832,"@djrothkopf In addition to the overturning of #Roe v Wade, do you mean a President (#Trump) saying to his Departmen… https://t.co/oqmNhYhH7l",linusspeaks,"✌✨I, Linus, am an appreciator of comics, Democrats,comic books, comiczettes, comix,music,Sunday Funnies. Trip that! Peace! ( /\SweetPeaceHeart in /\ my bio pic)",Pro-choice
73FP3QEHRD7V,b7993db2-9f37-46a8-9e95-059d9c2b46f0,1c0b9087-6dd9-40f9-84b1-f26329cf60a6,false,,1540795727495892992,"Notice how many of the women protesting in favor of abortion are 
ugly and/or overweight.",Sands_of__Time,"All praise is for Allah ﷻ | Quran-centric Shia Muslim | Traditional Conservative & Proud Iranian | Mixed Martial Arts | History, Philosophy, and Chess enjoyer.",Pro-life
R7XYZ4FKMFF9,a2c73fb1-6c29-4138-b97d-f3f523eb661f,1c1235ee-7845-4588-b0d2-78f18aaeb895,false,,1540795993175769088,"@parisa4justice This is absolutely incorrect. Yes, there’s an evangelical arm of the GOP that wants to prohibit abo… https://t.co/8WGrYFKoTv",NickDaisyComedy,I liked the old normal better than the new normal.,Pro-life
VPA49GVE9GAV,b907e7a4-0e53-4a7d-9918-e35bc6bb52bb,1c6ada45-2cef-48cf-a174-fc1a619e3c50,false,,1540796147333300224,@Pajeetsmell @cumbia1329 @Luigi5519 @thisisinsider https://t.co/XIIlqGYE2b,Terrebelius,Don't argue with people who think their fears are facts.' @RHPS_NL #FBR #Trekkie #Lolcats #Mememaker Most of my stories I (also) share on @Authortainer,Pro-choice
7R2NKCJQNXPP,d9dd74ae-4eb3-447a-9ee3-ddc65ce410b4,1c78b30c-357c-4438-b26f-e41c55ae9e0e,false,,1540794198923718656,@HeavenlySteez @CydniRae @4141steph roe v. wade protected reproductive rights — reproductive rights include contrac… https://t.co/T9mAVm0T4E,kanyahatarah,in my healing girl era,Pro-choice
